nombre,mes,ffmc,dmc,dc,isi,bui,fwi
Sololá,12,82.67656276980576,6.434539519662631,17.216691060503965,1.978272476767383,6.65293470094506,1.4331571743814648
Concepción,12,83.01600359029011,6.44317010242501,17.245340472635277,2.0962926020462493,6.662894208341382,1.9003608936039944
Panajachel,12,82.5926660022091,6.4431053202093285,17.237757096670215,1.961978812668944,6.661445563607371,1.4392645373553945
Santa Catarina Palopó,12,81.59194063964742,6.4894229185807895,17.54318675030882,1.7222833459314535,6.742954423220127,1.0174047566521291
San Antonio Palopó,12,81.20541451128682,6.51126786293088,17.65736022235374,1.7066242641542049,6.775799263294761,0.8898370931136851
Nahualá,12,77.50148970979795,6.473829074465567,17.49843051610346,1.1954623319957252,6.725765687286261,0.622829075499846
Santa Lucía Utatlán,12,82.0952448129887,6.442247825625666,17.217356245271493,1.8452012966694304,6.657170767418799,1.259720869103384
San José Chacayá,12,82.5926660022091,6.4431053202093285,17.237757096670215,1.961978812668944,6.661445563607371,1.4392645373553945
Santa Cruz La Laguna,12,82.5926660022091,6.4431053202093285,17.237757096670215,1.961978812668944,6.661445563607371,1.4392645373553945
San Marcos La Laguna,12,82.10963982596928,6.462750057623288,17.3695954180121,1.8460507016696732,6.696434940088998,1.2602259129741795
Santa Catarina Ixtahuacán,12,77.98936069553173,6.509970535968972,17.610998613907206,1.156592499530625,6.766099236036231,0.6021859300686793
San Pablo La Laguna,12,81.96981645916301,6.468436692137856,17.407759142611066,1.8124925642751477,6.706563443807363,1.208398942758565
Santa Clara La Laguna,12,79.84669610275644,6.487441573973746,17.434852613654314,1.3670965050183523,6.721737461135621,0.7188942717306633
